mean_loso_macro_f1,std_loso_macro_f1,min_subject_macro_f1,max_subject_macro_f1,pooled_macro_f1,pooled_balanced_accuracy,pooled_wake_f1,pooled_n1_f1,pooled_n2_f1,pooled_n3_f1,pooled_rem_f1,delta_vs_stage40_mean_macro_f1,delta_vs_stage40_pooled_macro_f1,delta_vs_stage40_n1_f1
0.6873944050043765,0.06178336849900098,0.6109079616911467,0.7840323583126296,0.6851468258371486,0.6898967764333223,0.7048522437066764,0.37916666666666665,0.896161281413974,0.707843137254902,0.7377108001435235,-0.002805594995623495,-0.0026531741628513794,-0.0063333333333333575
