test_subject,tree_count,feature_count,training_time_sec,offline_smoothed_macro_f1,best_deployable_method,best_deployable_smoothed_macro_f1,best_gap_vs_offline,best_deployment_rank
SC402,150,45,3.7935628999985056,0.8010835819884157,training_global_fixed,0.745238030055632,-0.05584555193278362,1
