subject_count,feature_count,tree_count,normalization,mean_smoothed_macro_f1,std_smoothed_macro_f1,median_smoothed_macro_f1,min_smoothed_macro_f1,max_smoothed_macro_f1,mean_smoothed_balanced_accuracy,pooled_smoothed_accuracy,pooled_smoothed_balanced_accuracy,pooled_smoothed_macro_f1,best_subject,best_subject_macro_f1,worst_subject,worst_subject_macro_f1
6,45,150,training_global_fixed_per_fold,0.6763036424812469,0.0649571855746991,0.6555211855204164,0.6113687898955565,0.7972980433559367,0.6921439399016628,0.7547076923076923,0.6766017704268792,0.6687339740578669,SC402,0.7972980433559367,SC400,0.6113687898955565
