subject,feature_count,tree_count,training_time_sec,offline_inference_sec,causal_inference_sec,offline_raw_accuracy,causal_raw_accuracy,offline_raw_balanced_accuracy,causal_raw_balanced_accuracy,offline_raw_macro_f1,causal_raw_macro_f1,offline_smoothed_accuracy,causal_smoothed_accuracy,offline_smoothed_balanced_accuracy,causal_smoothed_balanced_accuracy,offline_smoothed_macro_f1,causal_smoothed_macro_f1,raw_macro_f1_delta,smoothed_macro_f1_delta,mean_abs_feature_difference,max_abs_feature_difference
SC402,45,150,2.586974400001054,0.021026499998697545,0.0183513000010862,0.8289345063538612,0.7732160312805474,0.8100405649560465,0.6886898869649772,0.7844873118119706,0.6892141921415444,0.8426197458455523,0.7947214076246334,0.820086041004144,0.7091057713137086,0.8010835819884157,0.714767772143847,-0.09527311967042618,-0.08631580984456866,0.20149350260096563,9.359859454046928
