best_strategy,best_mean_loso_macro_f1,best_pooled_macro_f1,best_pooled_n1_f1,macro_f1_delta_vs_baseline,n1_f1_delta_vs_baseline
n1_preserving_viterbi,0.6901883450946373,0.6877909350311118,0.38552540013917885,0.01397733597437012,0.029706274861195148
