trees,model_size_mb,training_time_sec,fullnight_inference_sec,batch_epoch_ms,single_epoch_avg_ms,single_epoch_median_ms,single_epoch_p95_ms,raw_macro_f1,smoothed_macro_f1,smoothed_accuracy,smoothed_balanced_accuracy
300,44.61312961578369,10.267901799990796,0.071511400048621,0.0699036168608221,22.014996998477727,20.751800038851798,28.776349913096055,0.7797314983310416,0.795647788872793,0.8367546432062561,0.8175241056119675
200,29.731675148010254,6.75199589994736,0.04604430007748306,0.04500909098483192,14.064922002144158,13.4587999782525,18.233684910228476,0.7889768883308343,0.8045441501491897,0.841642228739003,0.8244385826080313
150,22.276368141174316,5.1147660000715405,0.03588620002847165,0.03507937441688334,10.918286001542583,10.470249981153756,13.99444003473036,0.7844873118119706,0.8010835819884157,0.8426197458455523,0.820086041004144
100,14.875412940979004,3.2975874000694603,0.023170299944467843,0.02264936455959711,7.911273003555834,7.442350033670664,10.516085079871116,0.779691381746747,0.7918744634430962,0.8367546432062561,0.8104228255369099
50,7.438553810119629,1.6804630999686196,0.012499599950388074,0.012218572776527931,4.086473999777809,3.9525500615127385,4.8372950055636466,0.7636872128912107,0.7716518210188384,0.8240469208211144,0.7921252924479083
