canonical_feature_count,canonical_transition_weight,canonical_n1_emission_boost,stage40_nested_loso_mean_macro_f1,stage40_nested_loso_pooled_macro_f1,stage40_nested_loso_pooled_n1_f1,fixed_parameter_loso_mean_macro_f1,fixed_parameter_loso_pooled_macro_f1,fixed_parameter_loso_pooled_n1_f1,final_model_training_time_sec,model_sha256
45,0.25,1.2,0.6901883450946373,0.6877909350311118,0.3855254001391788,0.6904772899295354,0.684439626438458,0.3830673143650243,2.862071300012758,009f788efa31884e3969e049ae970ea5c59d1c26e6445a9b016120e5b9c66859
