outer_test_subject,top_k,transition_weight,n1_emission_boost,mean_macro_f1,mean_n1_f1,mean_min_class_f1,mean_balanced_accuracy,std_macro_f1,selected
SC401,0,0.25,1.0,0.6920830612931722,0.2072879035269482,0.2072879035269482,0.7031016439218596,0.01846500389227431,False
SC401,15,0.5,1.1,0.6920637605070339,0.18490291122890834,0.18490291122890834,0.7047883751012928,0.02270125980670824,False
SC401,0,1.0,1.5,0.6916682918076178,0.22606391456333325,0.22606391456333325,0.6970258540663596,0.0238453011022566,False
SC401,0,0.5,1.1,0.6915622946044004,0.1866014825762599,0.1866014825762599,0.7047823522878389,0.025885487753184548,False
SC401,5,0.75,1.1,0.691343039288698,0.1661401952085182,0.1661401952085182,0.7018717572679194,0.020886635482006984,False
SC401,20,1.0,1.0,0.6909397102717634,0.1715936507936508,0.1715936507936508,0.7029752265224865,0.048136312173257575,False
SC401,5,0.5,1.1,0.6908759106584366,0.17460671015394108,0.17460671015394108,0.7031356928986581,0.029704132431392753,False
SC401,5,1.0,1.35,0.6903639519220242,0.20497368825432324,0.20497368825432324,0.6953313469406363,0.029727545486332656,False
SC401,0,1.0,1.35,0.6902499703922234,0.21510084901663085,0.21510084901663085,0.6965767012428491,0.02662570850510477,False
SC401,15,1.0,1.2,0.6891654593170271,0.20594985756475662,0.20594985756475662,0.6952071038797203,0.028735225236971838,False
SC401,5,0.5,1.0,0.6891300197323076,0.16080013322238257,0.16080013322238257,0.7028581790631583,0.032144992796802545,False
SC401,15,1.0,1.35,0.6890163147149764,0.21547562451885813,0.21547562451885813,0.6931814082734651,0.025319631371626065,False
SC401,15,0.75,1.1,0.6868861560967824,0.16875982484779645,0.16875982484779645,0.6982927163082698,0.02115405856846882,False
SC401,0,0.5,1.0,0.6865767386555699,0.16447738842187143,0.16447738842187143,0.7009871881333939,0.02631425207205516,False
SC401,5,1.0,1.2,0.6864762964854182,0.18853516230353923,0.18853516230353923,0.692280696662473,0.03359397433518058,False
SC401,10,1.0,1.0,0.6863510657482632,0.17875051813112633,0.17875051813112633,0.6947461397277651,0.0411281949027066,False
SC401,10,1.0,1.1,0.6855898984149359,0.18670476866129043,0.18670476866129043,0.6928593799894616,0.036568033968837274,False
SC401,15,0.5,1.0,0.6855416060033519,0.1550249835559747,0.1550249835559747,0.6998919791047946,0.02717376729116664,False
SC401,0,0.75,1.2,0.685247560081305,0.1868891208748762,0.1868891208748762,0.694998931325145,0.020268100176064927,False
SC401,5,1.0,1.1,0.6826015101040459,0.17085435328091622,0.17085435328091622,0.6916528737611733,0.04656668742782626,False
SC401,0,1.0,1.2,0.6818802054019064,0.18126704213660733,0.18126704213660733,0.6905749635428394,0.035760020688411456,False
SC401,5,0.75,1.0,0.6805919400713524,0.12728758169934642,0.12728758169934642,0.6955747563028583,0.028794173375420368,False
SC401,15,0.75,1.0,0.6802792776010047,0.13707451806525067,0.13707451806525067,0.6951155254669711,0.02751369760573419,False
SC401,0,1.0,1.1,0.6791481834553423,0.17029324593109232,0.17029324593109232,0.6899088357234489,0.039734207199773455,False
SC401,15,1.0,1.1,0.6784925175005337,0.1673551280307442,0.1673551280307442,0.6888007705367614,0.042723679172361285,False
SC401,0,0.75,1.1,0.677942718311361,0.1565762268174824,0.1565762268174824,0.6889019593817023,0.025381281984764137,False
SC401,5,1.0,1.0,0.6752298990040143,0.14056715689818872,0.14056715689818872,0.6871619490196252,0.05284378330544729,False
SC401,0,0.75,1.0,0.6736783559565074,0.13850703175793194,0.13850703175793194,0.6878854702357303,0.031551976554810006,False
SC401,0,1.0,1.0,0.6724836570604635,0.1451137547955162,0.1451137547955162,0.6862569958865159,0.04748742865747987,False
SC401,15,1.0,1.0,0.669987465676283,0.1162226248657128,0.1162226248657128,0.6865774024519316,0.05346619750414705,False
SC402,0,0.75,1.75,0.6505187007070804,0.25897552581222205,0.21964968311559283,0.676375678553072,0.08356389502876985,True
SC402,10,0.5,1.75,0.6500134676226905,0.2818360743954486,0.24505613345155192,0.6744096213636859,0.08262874356440011,False
SC402,15,0.5,1.75,0.6495432526962353,0.2669280066998621,0.232839743789064,0.6765739001822971,0.08472208273461253,False
SC402,15,0.25,1.75,0.6493933141163385,0.29507317490592355,0.254016346102251,0.6776445549516671,0.0889833942159767,False
SC402,20,0.75,1.5,0.6490307993921289,0.24060680232773252,0.20742086499832973,0.6772937250018907,0.07967123309116156,False
SC402,20,0.75,1.35,0.6480963592783576,0.20748662326536338,0.20748662326536338,0.6728757843872796,0.06950594385407557,False
SC402,0,0.25,1.75,0.6480708571395988,0.28609357358984777,0.2521791755481595,0.6713798301233941,0.08575387031122039,False
SC402,5,0.5,1.75,0.647680412678277,0.2700097612553858,0.23293041258647912,0.6745439703792924,0.08140393177104233,False
SC402,0,0.5,1.35,0.6474891888078006,0.23204446992404693,0.20118411398999297,0.6748648029298232,0.0841043665518172,False
SC402,20,0.25,1.35,0.6473581290674959,0.25526633881053346,0.24579594942778646,0.6705264000690635,0.07400905343726268,False
SC402,0,0.5,1.5,0.646957966639618,0.24181310410296009,0.21112259400115074,0.672510898099398,0.08463957521157711,False
SC402,20,0.25,1.2,0.6469184298979649,0.23106785620975848,0.23106785620975848,0.6692744075894697,0.06883174077565281,False
SC402,10,0.75,1.75,0.6468693068647177,0.26651516219715254,0.2259517819154624,0.6727819346373977,0.07390848291755477,False
SC402,0,0.5,1.75,0.6465572794606305,0.25778218515095175,0.22376386759534492,0.6724062709431717,0.0806739557859971,False
SC402,20,0.25,1.75,0.6465242850707908,0.29222777910084413,0.25978417007828775,0.6727710483294418,0.08768481880541952,False
SC402,20,0.25,1.5,0.6464525294237596,0.2730164607794653,0.24473960497105826,0.6710272361557582,0.08225130802757653,False
SC402,20,0.5,1.2,0.6464387758736889,0.20803233693345086,0.20803233693345086,0.6698676048031235,0.07358754788849639,False
SC402,10,0.25,1.75,0.6462860356215017,0.28621655113949024,0.2507256527899721,0.6731010472274688,0.08328090338809171,False
SC402,20,0.75,1.2,0.6462850606055798,0.1891089176010545,0.1891089176010545,0.6715562326797725,0.06527762702953696,False
SC402,15,0.75,1.75,0.6462380711280851,0.24774661183830368,0.209179118725356,0.6749175850396265,0.0854519827179844,False
SC402,0,0.75,1.5,0.6453090542022865,0.23110688962981393,0.19873258683297595,0.6725494694294099,0.08234014259154512,False
SC402,20,0.25,1.1,0.6445850227575833,0.20833339719293678,0.20833339719293678,0.668258698980001,0.066829491252276,False
SC402,0,0.25,1.5,0.6445617381266583,0.25276786015695957,0.22657594096504044,0.6686805744285749,0.07794637561188875,False
SC402,15,0.5,1.5,0.6445258760654,0.2280306633065278,0.19804240039572962,0.6727612352446419,0.08065722270957033,False
SC402,20,0.5,1.35,0.6443481388610437,0.2250269531542378,0.210584372705862,0.669930311792223,0.07884260636883296,False
SC402,0,0.75,1.35,0.6440678557714643,0.22197998662376955,0.1907820462936166,0.6709960807815352,0.07857002625726096,False
SC402,0,0.25,1.35,0.6440530481318109,0.24153987345105285,0.22219932349460142,0.6677339513735673,0.07679739252158556,False
SC402,20,0.5,1.1,0.6439965693563882,0.18055892096069712,0.18055892096069712,0.6688501783535307,0.06835753826003825,False
SC402,10,0.25,1.35,0.6438947420431846,0.24712507118250854,0.22724973907541676,0.6705339656376978,0.07427742768471901,False
SC402,20,0.75,1.75,0.6438292763980229,0.2573322664935599,0.22009822394036843,0.6689167430831302,0.09002189406686317,False
SC402,15,0.5,1.35,0.6435098876898232,0.21705956908420426,0.1854021667075308,0.6728974770491398,0.07630858041197286,False
SC402,20,0.5,1.75,0.643424175270788,0.2633831917076233,0.23112373224816385,0.6676194364488106,0.0911296624347518,False
SC402,0,0.25,1.2,0.6432670337520664,0.22223819282194,0.21179518635105898,0.6672972650655428,0.0745769577173972,False
SC402,20,0.5,1.5,0.6431874485575255,0.2381121638415024,0.2053057699731616,0.6695753025324358,0.08282283421277264,False
SC402,15,0.75,1.2,0.6431333919798711,0.17025711948989103,0.17025711948989103,0.6702010048533176,0.05837847028312104,False
SC402,15,0.5,1.2,0.6430239808730742,0.16548533733203927,0.16548533733203927,0.6708375195178841,0.05793793257683533,False
SC402,5,0.25,1.75,0.6429865846334282,0.28769398289747977,0.24781598430146418,0.6702730707044204,0.0767398092131993,False
SC402,10,0.25,1.5,0.6426208711221673,0.254607924613981,0.22537880803512786,0.6702611313317004,0.07349448150993382,False
SC402,15,0.25,1.5,0.6425356263113506,0.25287118395784314,0.2228125439079367,0.6697172473170999,0.08040588368110857,False
SC402,5,0.5,1.5,0.6423961866644694,0.2418336420156017,0.20658492846500137,0.6699116467701454,0.08070453983736757,False
SC402,20,0.25,1.0,0.642270248184478,0.18411762564557596,0.18411762564557596,0.6664846760284575,0.06375548605688475,False
SC402,5,0.5,1.1,0.6422647398298326,0.17974230574362554,0.17974230574362554,0.6704872300947218,0.061680628013444684,False
SC402,10,0.25,1.0,0.6420847841620163,0.1829636158846738,0.1829636158846738,0.6693337972719802,0.06062002672494538,False
SC402,5,0.5,1.35,0.6418981212261521,0.22098261227475918,0.18849434936396106,0.6706999176790407,0.0824885201289205,False
SC402,15,0.75,1.5,0.6417818270822297,0.21618942899883517,0.18499148866868226,0.6716006259374984,0.07580837593880105,False
SC402,15,0.25,1.2,0.6417003453741279,0.19970647461201202,0.19970647461201202,0.6671290488322693,0.060396118950708386,False
SC402,15,0.25,1.35,0.6416336478897444,0.23836627015610193,0.21418460386917246,0.6685590057918193,0.07806572438492826,False
SC402,10,0.75,1.5,0.6414064251765733,0.24013695557732545,0.2023146060071249,0.6681377026889581,0.07789094928133358,False
SC402,10,0.5,1.5,0.6413756631975954,0.21779942445978678,0.1853111615489886,0.6714322020671515,0.07202389894310728,False
SC402,10,0.25,1.1,0.6409117919646302,0.19247695685091956,0.19247695685091956,0.6683524014708447,0.06466182008886825,False
SC402,10,0.5,1.0,0.6407893286524601,0.14736196607164348,0.14736196607164348,0.6686309463195761,0.05577645045334274,False
SC402,5,0.25,1.35,0.6405593575235405,0.2396856206336709,0.221321172057742,0.6649046947449294,0.07112025990446268,False
SC402,0,1.0,1.75,0.6404058485475468,0.24967669077343224,0.21217669077343224,0.6633571009488133,0.0776099324172634,False
SC402,0,0.25,1.1,0.6403710155471556,0.20315168753876334,0.19811450410471168,0.6657418249969649,0.07427851782107633,False
SC402,15,1.0,1.75,0.6403406021062067,0.21441937492023344,0.17731792564487114,0.6698015565900582,0.0788863201619289,False
SC402,10,0.5,1.1,0.6402351798507155,0.16574862658495998,0.16574862658495998,0.6684713144459565,0.0601401224964371,False
SC402,0,0.5,1.2,0.6401947871603961,0.2016496098064969,0.17400983174418366,0.6676777032547532,0.08062551993048958,False
SC402,5,0.25,1.2,0.6401388260570682,0.2248721029267458,0.21251159675422446,0.6647819089023608,0.07271896404607701,False
SC402,5,0.75,1.75,0.6401202028164219,0.2598194714572711,0.22140139236122583,0.6643854358877173,0.07905518980534626,False
SC402,10,0.5,1.35,0.6398614553293183,0.19811568951141692,0.17079259176578396,0.6698331508252321,0.07292621181155709,False
SC402,15,0.5,1.1,0.6396965308922999,0.14834128461196067,0.14834128461196067,0.6692332046092455,0.05758459794402819,False
SC402,15,0.75,1.1,0.6394295129789027,0.15651143633102552,0.15651143633102552,0.6677985826632875,0.0570877387479822,False
SC402,10,0.5,1.2,0.639184964350906,0.1793696839847184,0.16862477058300324,0.6684111039114551,0.06506200125793911,False
SC402,5,0.5,1.2,0.6391276883047559,0.20232681988371343,0.17291548004983837,0.6684485723984231,0.07760618536042972,False
SC402,0,0.75,1.0,0.638377448092858,0.1460074470680889,0.1460074470680889,0.6650978368004725,0.05441064290607691,False
SC402,0,0.5,1.0,0.6383721782606311,0.1478257204383557,0.1478257204383557,0.6660184848324441,0.05353878391540313,False
SC402,5,0.25,1.5,0.6383268908025166,0.25163396955812617,0.21622946580499858,0.6647149089655034,0.07507990687044186,False
SC402,5,1.0,1.75,0.637805544006764,0.22971989929448888,0.19041354091298596,0.6640131666788377,0.0780577754755175,False
SC402,15,1.0,1.35,0.6377244950112597,0.16545348832304135,0.1625330965497299,0.6667323690732734,0.06609231572214926,False
SC402,0,0.75,1.2,0.6376609238536651,0.19519021048637772,0.16512618999982204,0.6656207336243837,0.07418201076969441,False
SC402,20,0.5,1.0,0.6365711809321768,0.14623643103243392,0.14623643103243392,0.6643744996231404,0.05805798890855346,False
SC402,5,0.75,1.1,0.6365607036369407,0.17795840755580397,0.17795840755580397,0.6619759937660736,0.05303346601964338,False
SC402,15,0.75,1.35,0.6365394521627357,0.18946155281597524,0.16293073671368777,0.6663812558578761,0.07594900234942932,False
SC402,5,0.75,1.5,0.6363154321484267,0.22900985319589967,0.18947496947496947,0.664269593481528,0.07809017810089791,False
SC402,10,0.25,1.2,0.6362554175254187,0.19374555620192618,0.18577465307196356,0.6645767419446222,0.06718638643238549,False
SC402,15,0.5,1.0,0.6359568056896459,0.13640678980857207,0.13640678980857207,0.6663669534825144,0.05431946138766636,False
SC402,10,0.75,1.2,0.6357551479314437,0.17569002393455357,0.17569002393455357,0.6608826607719848,0.06085998984129069,False
SC402,20,0.75,1.1,0.635609369909078,0.14683550741672174,0.14683550741672174,0.663067247273684,0.06325907588000647,False
SC402,0,0.25,1.0,0.6355559226118196,0.171287719880928,0.171287719880928,0.6627333180761219,0.06349930017450534,False
SC402,15,0.25,1.0,0.6348014626831958,0.15606245686041736,0.15606245686041736,0.6613730504069527,0.056924026566927466,False
SC402,5,0.25,1.0,0.6347228448520617,0.17307526709102936,0.17307526709102936,0.6607028102643504,0.05932281053994898,False
SC402,0,0.5,1.1,0.6346303227286796,0.16047320264358803,0.15007942974981514,0.6645701243195907,0.06482860527498738,False
SC402,15,0.25,1.1,0.6345482827691786,0.16635278841510942,0.16635278841510942,0.6603165630529851,0.05889207163837519,False
SC402,5,1.0,1.5,0.6342971694644494,0.21652328883759547,0.17652328883759547,0.6617211326621426,0.07388237991719901,False
SC402,5,0.75,1.35,0.6339267568726179,0.2154146246927863,0.1754146246927863,0.6621131565007278,0.07647038253185288,False
SC402,15,1.0,1.0,0.6338854095335255,0.11519335926670755,0.11519335926670755,0.6646030036579357,0.053907599474371154,False
SC402,15,1.0,1.2,0.6337183131235756,0.13516621842900234,0.13516621842900234,0.6638041760852986,0.05567494511150197,False
SC402,15,1.0,1.5,0.6336587925428392,0.1884746512070336,0.1510477506222383,0.6640089760609753,0.08104303928438066,False
SC402,5,0.5,1.0,0.6335657217620965,0.13647082659632365,0.13647082659632365,0.6655340696786686,0.054088830196933634,False
SC402,5,0.25,1.1,0.6334044421410808,0.1841177016590823,0.1819877981221048,0.6598882820105363,0.0630339983739567,False
SC402,15,1.0,1.1,0.6333963361587227,0.12448216736982114,0.12448216736982114,0.6635631687437938,0.0545655421662692,False
SC402,10,1.0,1.75,0.6330674667406033,0.2217819278494078,0.1850003186540055,0.6602548258359366,0.08037997779520727,False
SC402,20,1.0,1.2,0.6329408671291802,0.15792025372503024,0.15792025372503024,0.6571993522711423,0.057808845682021916,False
SC402,10,0.75,1.1,0.6314983920280979,0.14637102615694167,0.14637102615694167,0.6578616312986502,0.05246798324805792,False
SC402,10,0.75,1.35,0.631344513474802,0.1874964770777679,0.15679925894308916,0.6597611967172075,0.07104725643147042,False
SC402,20,1.0,1.75,0.6311785561348104,0.22726171029598013,0.19129440784366408,0.6560486169996496,0.08312645304102532,False
SC402,15,0.75,1.0,0.6308788055737775,0.11791167537501974,0.11791167537501974,0.6627654676394916,0.05395955604787291,False
SC402,20,1.0,1.35,0.6308471893175056,0.17748776669215668,0.1722968726592208,0.6565556799934834,0.06331769580653578,False
SC402,0,0.75,1.1,0.6301090272201683,0.1563404669683616,0.1358668849609999,0.66026903471948,0.06629768173344662,False
SC402,0,1.0,1.5,0.63008791092967,0.20714582948978127,0.16888495992456387,0.6566990552439967,0.07634086516076258,False
SC402,10,1.0,1.5,0.6298727575920866,0.19735977420424614,0.15960166210985086,0.6587885039459465,0.0734793919157336,False
SC402,20,0.75,1.0,0.6289248221805573,0.1126290124516168,0.1126290124516168,0.659483909841795,0.056504078978673586,False
SC402,5,1.0,1.35,0.6284056127404403,0.19366864737214567,0.15366864737214564,0.6574859331780102,0.07122561642749917,False
SC402,20,1.0,1.5,0.6274606533875282,0.1941491620966608,0.15672226151186547,0.6550903848445078,0.07566582821387505,False
SC402,5,0.75,1.2,0.6264210738430285,0.18197000828122079,0.15057597029443479,0.6568293327094824,0.0645919748989336,False
SC402,20,1.0,1.1,0.6250749174264753,0.12354473879124375,0.12354473879124375,0.6526513831801581,0.05498568037394117,False
SC402,10,1.0,1.35,0.6250300350901573,0.17231480535855376,0.13444498287334666,0.6558562127374697,0.07132635404635237,False
SC402,5,1.0,1.0,0.6246998027699446,0.12040472643496476,0.12040472643496476,0.6523440811589245,0.05125273862045361,False
SC402,10,0.75,1.0,0.6246958200391519,0.12262202605304288,0.12262202605304288,0.6531189753688926,0.05243094040042549,False
SC402,5,0.75,1.0,0.6243381533829224,0.12637054156043787,0.12637054156043787,0.6529536191610558,0.051978580114498504,False
SC402,0,1.0,1.35,0.6243261387352285,0.18658816805466968,0.14765011495732455,0.6520225879916118,0.0712879066800207,False
SC402,5,1.0,1.1,0.6243178703508033,0.13157366054667144,0.13157366054667144,0.6527681927233779,0.05210172608786755,False
SC402,20,1.0,1.0,0.6238026128882899,0.1012579550065373,0.1012579550065373,0.651413711596043,0.051245517818480815,False
SC402,5,1.0,1.2,0.6236686320480418,0.149265427388264,0.14502283530850774,0.6521720812490848,0.054720193508896904,False
SC402,10,1.0,1.2,0.6229002714254845,0.14164785955081755,0.13892001970507378,0.652748125644846,0.05793396769471813,False
SC402,0,1.0,1.1,0.6216180574877058,0.13588772761105056,0.13588772761105056,0.6486620706153596,0.051132202101515166,False
SC402,10,1.0,1.0,0.6212544642141642,0.09200336611791286,0.09200336611791286,0.6515392005430913,0.054191110771822114,False
SC402,0,1.0,1.2,0.6208262220386617,0.15723592445225137,0.1348307654446755,0.6487839478589522,0.06103028635375308,False
SC402,0,1.0,1.0,0.6195404123012904,0.11477493933485876,0.11477493933485876,0.6475384393681857,0.050249575391811165,False
SC402,10,1.0,1.1,0.6181839250074243,0.12068654331231428,0.11985945172493465,0.6492411410238341,0.05819465973453577,False
SC403,5,0.5,1.2,0.6958273561212611,0.35085916511879767,0.35085916511879767,0.716539306657876,0.058239840680796344,True
SC403,5,0.75,1.1,0.6945980342693179,0.3388303801127523,0.3388303801127523,0.7173623332909814,0.051203133245555754,False
SC403,5,0.75,1.2,0.6945333752476659,0.3338445614152291,0.3338445614152291,0.7161041332775483,0.054566364549491694,False
SC403,5,1.0,1.2,0.69390885997005,0.3346096548274481,0.3346096548274481,0.7179400274680201,0.05455156612245149,False
SC403,5,0.75,1.0,0.6932061175634552,0.32419364931570044,0.32419364931570044,0.7184458907319959,0.05737098892043975,False
SC403,5,0.5,1.1,0.6924467476725726,0.33586064623884393,0.33586064623884393,0.715884108205793,0.0551639741684457,False
SC403,15,0.75,1.1,0.6923501099479145,0.33899083169332733,0.33899083169332733,0.7125709672827475,0.07126321025515735,False
SC403,15,0.75,1.2,0.6916524563830102,0.34242556714687866,0.34242556714687866,0.7090540176734266,0.06254217388240599,False
SC403,5,0.5,1.0,0.691305546511831,0.3329027396686824,0.3329027396686824,0.7169660887781947,0.0593334929881979,False
SC403,5,1.0,1.1,0.6900250953055993,0.31670726806022614,0.31670726806022614,0.7139323505389734,0.05332881940213003,False
SC403,5,0.25,1.0,0.6893493742477625,0.3589375773519008,0.3589375773519008,0.7145388139989887,0.05526329319204516,False
SC403,0,0.75,1.2,0.6889826668385016,0.3229770167879099,0.3229770167879099,0.7073708357468654,0.06476055649984155,False
SC403,15,0.25,1.2,0.6887184437945344,0.37246816533697247,0.37246816533697247,0.7073389521639932,0.055410309205307304,False
SC403,0,0.75,1.1,0.6885525891932888,0.3068832954773714,0.3068832954773714,0.7097949583726014,0.0662229290468035,False
SC403,20,1.0,1.35,0.688529376431174,0.3279576037717068,0.3279576037717068,0.7033007317610431,0.06476548966394251,False
SC403,5,0.25,1.1,0.6882847060003459,0.36398110548823537,0.36398110548823537,0.7128557353987137,0.05463701034821572,False
SC403,5,0.25,1.2,0.6879899562138447,0.3720030007287099,0.3720030007287099,0.7113081880559713,0.051291767118709766,False
SC403,10,0.75,1.2,0.6879076395929422,0.330337569822041,0.330337569822041,0.7070829360417082,0.05694640088900222,False
SC403,20,0.75,1.2,0.6878125544039331,0.3278420981533302,0.3278420981533302,0.7026352187225259,0.06491499597491303,False
SC403,20,0.5,1.1,0.6877674445224482,0.31524162853673576,0.31524162853673576,0.7080514877300669,0.06634507610516233,False
SC403,15,0.5,1.0,0.6876451673703606,0.33267226319943527,0.33267226319943527,0.71064202414108,0.06668660668495269,False
SC403,20,0.5,1.0,0.687349408186338,0.32257972266181223,0.32257972266181223,0.708909920975972,0.07007900977983446,False
SC403,20,0.25,1.2,0.6871617561111629,0.3757331067033423,0.3757331067033423,0.7066413622224654,0.0526735633449883,False
SC403,0,0.5,1.0,0.6869969274171168,0.31808907609679754,0.31808907609679754,0.7117097186660638,0.07237841532635192,False
SC403,5,0.75,1.35,0.6867504211994246,0.353431542301884,0.353431542301884,0.706079464117279,0.058960043313915474,False
SC403,5,1.0,1.35,0.6867037209955493,0.3201939891836365,0.3201939891836365,0.7075900114567745,0.0557766136444066,False
SC403,15,0.25,1.1,0.6865962901167417,0.36444634784864144,0.36444634784864144,0.7062515227498587,0.05426100277338951,False
SC403,5,1.0,1.0,0.6865294091571424,0.31301309444348574,0.31301309444348574,0.710859384248908,0.05471645547372492,False
SC403,20,0.75,1.35,0.6864996069754954,0.3514499531920745,0.3514499531920745,0.6977764979472678,0.0702669463382202,False
SC403,5,0.25,1.35,0.6860419524243524,0.39484397008471467,0.3931144019429328,0.7088324496589465,0.052892285421772024,False
SC403,15,0.5,1.1,0.6860296509132484,0.33013419190640825,0.33013419190640825,0.707989679921569,0.06467984876276688,False
SC403,20,0.25,1.35,0.6856597341439297,0.3808798164397346,0.3808798164397346,0.7059247006446422,0.04715677416906116,False
SC403,15,1.0,1.35,0.6855849992866331,0.33897047422289384,0.33897047422289384,0.6981467926859518,0.06409965888327997,False
SC403,15,0.75,1.35,0.6846888508681748,0.3361031461917324,0.3361031461917324,0.6994032895457512,0.056463874269183416,False
SC403,20,0.5,1.2,0.6844668149335691,0.3276353051024331,0.3276353051024331,0.7043270572164031,0.058326160275935526,False
SC403,20,1.0,1.2,0.6844264431819049,0.3430938812863581,0.3430938812863581,0.6986682625583633,0.06604385427779841,False
SC403,20,0.5,1.35,0.6841747886071443,0.351466961877428,0.351466961877428,0.7015256135363044,0.05655560057066815,False
SC403,5,0.5,1.35,0.6840586227845765,0.3646446646977628,0.35687287822340596,0.7055323549647212,0.05886779264748106,False
SC403,5,0.75,1.5,0.6838143631653983,0.3695445218639656,0.3486810995719719,0.7046643174931269,0.06942899283961933,False
SC403,0,0.25,1.5,0.6836216216076518,0.3906065104257245,0.3906065104257245,0.7030678350474004,0.058933953901427374,False
SC403,0,0.25,1.0,0.6834274046433523,0.33406120760959473,0.33406120760959473,0.7066508384860616,0.05500686070335341,False
SC403,0,0.75,1.0,0.6834014597086208,0.30791938739208385,0.307801055061855,0.7042436790466058,0.06622777933666979,False
SC403,15,0.5,1.35,0.682958324589818,0.36204027930742827,0.36204027930742827,0.6992697741071133,0.060176936786574174,False
SC403,5,1.0,1.5,0.6826079330514764,0.357211145315172,0.333504101522045,0.7032418782474346,0.07090405070002405,False
SC403,5,0.5,1.5,0.6825517619511123,0.38955479754387534,0.36250709854542607,0.7040659373308683,0.06591991040218366,False
SC403,0,0.75,1.5,0.6824510175655764,0.3720868612131752,0.3518790496290115,0.699517002565759,0.06964636530574995,False
SC403,20,0.5,1.5,0.6823561532055737,0.359028895512864,0.359028895512864,0.7000401263901253,0.05905651095818187,False
SC403,15,0.75,1.0,0.6823523115821718,0.31427550605238685,0.31427550605238685,0.703876717735054,0.06760775069356213,False
SC403,20,0.75,1.1,0.6818808522039332,0.3223150467832571,0.3223150467832571,0.6990943331158335,0.07079701585446316,False
SC403,10,0.5,1.0,0.6815388565762831,0.3117786017956345,0.3117786017956345,0.7044611109305989,0.06601043476155605,False
SC403,10,0.5,1.2,0.6815053186970254,0.3459343241530243,0.3459343241530243,0.7028132400420117,0.05648939073502941,False
SC403,15,0.25,1.0,0.6814482361250893,0.3411630943891221,0.3411630943891221,0.7028679023091856,0.05792369154984316,False
SC403,0,0.75,1.35,0.6810233562599249,0.3298359538013305,0.3298359538013305,0.6994421852010326,0.0639375314813953,False
SC403,10,0.5,1.1,0.6809157012616355,0.3212154671347084,0.3212154671347084,0.7035250544494294,0.06136051513472299,False
SC403,0,0.5,1.1,0.6809030622376734,0.32236246979455807,0.32236246979455807,0.7041725888607251,0.07045637434175912,False
SC403,10,0.75,1.1,0.6804902820442391,0.3156984943680128,0.3156984943680128,0.7003790462575765,0.06267065913076007,False
SC403,0,0.25,1.1,0.6803521773517218,0.3463978744350028,0.3463978744350028,0.7011748778307603,0.058611657144361125,False
SC403,0,0.5,1.35,0.680106639043113,0.3528006552809827,0.3528006552809827,0.6991723398966658,0.06214132504854841,False
SC403,20,0.75,1.0,0.6800471753478645,0.3109301898788318,0.3103366132261801,0.6984327731694926,0.06743818087541621,False
SC403,0,0.25,1.35,0.6800211169809243,0.3678702791778926,0.3678434798891045,0.7005889701611416,0.058983716832389115,False
SC403,15,0.25,1.35,0.679941776929258,0.37867684692773185,0.36317276819761457,0.7003964563564612,0.059665240558396934,False
SC403,0,0.25,1.2,0.6798023174963725,0.35492407950472465,0.35296159754224266,0.7010452163920623,0.06066153809774348,False
SC403,20,0.25,1.1,0.6797896599884459,0.3345638925190625,0.3345638925190625,0.7023475033032337,0.05617320694803033,False
SC403,15,1.0,1.2,0.6796398723167276,0.3311829560363627,0.3311829560363627,0.6967517827147593,0.06713233692207131,False
SC403,10,1.0,1.35,0.6795514764193724,0.32154630794800354,0.32154630794800354,0.6962941282222873,0.06018892710785919,False
SC403,0,1.0,1.2,0.6795052245784194,0.3167490738302388,0.3167490738302388,0.697016477796521,0.06257289664751928,False
SC403,20,0.25,1.0,0.6794654322047672,0.3304442688425976,0.3304442688425976,0.7023061098874404,0.059162407392371275,False
SC403,5,0.25,1.5,0.6794390815287009,0.39445807674487837,0.3815678654382063,0.7038772330179642,0.05362523276977762,False
SC403,0,0.5,1.2,0.6793797393125687,0.32808548316990904,0.32808548316990904,0.7013841516595859,0.06313117626310337,False
SC403,15,0.5,1.2,0.6791736774122423,0.32336776119238153,0.32336776119238153,0.6997383463840927,0.05538077069997863,False
SC403,20,0.25,1.5,0.6791361821230397,0.3798689440424467,0.3798689440424467,0.6989139977299332,0.05587468710912133,False
SC403,10,0.5,1.5,0.6771310365669553,0.37361259329733554,0.35866130513972566,0.6961266907163512,0.0628504484684644,False
SC403,15,0.5,1.5,0.6767398183806036,0.3792098307760958,0.34466986094200835,0.6962713034192282,0.06571500535946437,False
SC403,10,1.0,1.2,0.6765641983521936,0.32401685916812384,0.32401685916812384,0.693746095788678,0.05855255337186292,False
SC403,10,0.25,1.1,0.6762934206410454,0.3494406546536834,0.3494406546536834,0.6985796663779695,0.054031710884929945,False
SC403,0,1.0,1.35,0.6762114512020269,0.32067981652901384,0.32067981652901384,0.6907165563919778,0.07122092083511297,False
SC403,20,1.0,1.1,0.6758932080564498,0.3017821678755793,0.3017821678755793,0.6935641607015418,0.06850334710726375,False
SC403,20,0.5,1.75,0.6758494132015114,0.3946096971483969,0.3442610983787454,0.695067331343395,0.07625381097508435,False
SC403,0,1.0,1.1,0.6756177193327367,0.3054794700640605,0.3054794700640605,0.6940052670551704,0.06501147097195659,False
